feature_name,sensor,normal_mean,anomaly_mean,mean_difference,normal_std,anomaly_std,normal_median,anomaly_median,cohens_d,mann_whitney_u,p_value,mutual_info
"Pressure__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",Pressure,0.1127,0.8306,0.7179,0.5437,0.1794,0.148,0.8919,1.8079,8270.0,1.169443220649426e-61,0.3275
"Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",Pressure,0.0265,0.1508,0.1243,0.0127,0.0943,0.025,0.1271,1.8078,2346.5,4.4532842847918205e-85,0.5084
"Pressure__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",Pressure,0.0006,0.0739,0.0734,0.0006,0.0561,0.0004,0.066,1.8067,875.0,1.7228936359331542e-91,0.5907
"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",Vibration,0.0185,0.1618,0.1433,0.0062,0.1098,0.0182,0.1462,1.802,304.0,4.829032348720093e-94,0.6124
"Vibration__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",Vibration,0.0035,0.1254,0.1219,0.0136,0.0927,0.0003,0.1263,1.7998,8634.0,2.4083104506084613e-60,0.4755
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",Motor_Current,0.0391,0.3048,0.2657,0.0141,0.2039,0.0364,0.2609,1.7972,563.5,7.05187255789036e-93,0.5891
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",Vibration,0.0006,0.1143,0.1137,0.0003,0.0877,0.0006,0.097,1.7913,371.0,9.668124573175705e-94,0.6307
"Temperature__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",Temperature,0.0105,0.5184,0.5078,0.0056,0.3932,0.0104,0.4378,1.7847,605.0,1.0811421132210704e-92,0.6137
"Noise__fft_coefficient__attr_""abs""__coeff_9",Noise,2.7377,18.2868,15.5491,1.4993,11.9556,2.4435,16.3786,1.7847,3919.0,1.7389645931263704e-78,0.4581
"Temperature__fft_coefficient__attr_""abs""__coeff_8",Temperature,1.3245,9.7333,8.4088,0.7858,6.4725,1.2167,8.7385,1.7836,2715.0,1.6519214271517684e-83,0.4747
"Noise__fft_coefficient__attr_""abs""__coeff_6",Noise,2.7519,19.5634,16.8115,1.4689,12.9769,2.6259,18.0194,1.7801,3422.0,1.535865375003998e-80,0.4805
Motor_Current__last_location_of_minimum,Motor_Current,0.5185,0.129,-0.3895,0.2958,0.1096,0.5,0.1,1.778,72690.0,1.0770846219092976e-56,0.2881
Temperature__sum_values,Temperature,1864.0952,2090.6332,226.538,12.4332,175.9853,1864.74,2044.88,1.775,1423.5,4.511982756362161e-89,0.5624
"Temperature__fft_coefficient__attr_""abs""__coeff_14",Temperature,1.3904,9.3918,8.0014,0.686,6.2065,1.3501,8.375,1.7719,3343.0,7.20083676724922e-81,0.4726
"Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",Pressure,0.0196,0.1203,0.1007,0.0088,0.0781,0.0183,0.1029,1.7718,2755.0,2.436496071521048e-83,0.4841
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",Motor_Current,0.0328,0.2579,0.2252,0.0164,0.1754,0.03,0.22,1.767,1316.0,1.5233188255815355e-89,0.5382
Motor_Current__energy_ratio_by_chunks__num_segments_10__segment_focus_9,Motor_Current,0.1005,0.1124,0.0119,0.0016,0.0093,0.1002,0.1117,1.7456,6761.0,2.9264564446479703e-67,0.4679
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",Noise,0.139,0.7964,0.6573,0.5018,0.2052,0.1257,0.8686,1.7444,9631.0,8.067195746680095e-57,0.2729
"Temperature__fft_coefficient__attr_""abs""__coeff_12",Temperature,1.3168,9.0424,7.7257,0.6623,6.1036,1.295,7.7818,1.74,3155.0,1.1796992241146157e-81,0.4981
Pressure__mean_change,Pressure,0.0006,0.0291,0.0284,0.0027,0.0225,0.0005,0.0266,1.7328,6852.0,6.322508277063228e-67,0.5305
Noise__mean_change,Noise,0.0054,0.2767,0.2712,0.0332,0.214,0.0034,0.2759,1.7325,7367.0,5.566791847365988e-65,0.5216
Vibration__mean_change,Vibration,0.0006,0.0239,0.0233,0.0022,0.0185,0.0003,0.0228,1.731,7749.5,1.37271336334084e-63,0.49
"Noise__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",Noise,0.0732,2.281,2.2078,0.2814,1.7429,0.035,1.925,1.7303,3998.0,3.661764784943404e-78,0.4692
"Vibration__fft_coefficient__attr_""imag""__coeff_1",Vibration,0.086,3.3385,3.2525,0.4689,2.5611,0.0159,3.3988,1.7289,10121.0,3.97421283805382e-55,0.4833
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",Noise,0.1251,0.755,0.6299,0.4659,0.2377,0.1488,0.8251,1.7275,9129.0,1.3980879608026476e-58,0.2663
"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",Motor_Current,0.0084,0.0482,0.0397,0.0035,0.0317,0.0078,0.038,1.7213,2729.0,1.8936271981072886e-83,0.4954
"Pressure__fft_coefficient__attr_""imag""__coeff_2",Pressure,0.0105,1.8377,1.8272,0.227,1.4511,0.0125,1.7043,1.7212,6877.0,8.049803930908312e-67,0.5013
"Motor_Current__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",Motor_Current,0.0022,1.0624,1.0601,0.0026,0.8595,0.0014,0.9196,1.7047,273.0,3.5029560193074083e-94,0.6446
"Noise__fft_coefficient__attr_""abs""__coeff_11",Noise,2.7913,17.1038,14.3125,1.5626,11.5534,2.5448,14.3936,1.698,4316.0,7.27021769975144e-77,0.4392
Pressure__energy_ratio_by_chunks__num_segments_10__segment_focus_1,Pressure,0.0999,0.0924,-0.0074,0.0012,0.006,0.0999,0.0916,1.6905,72538.0,9.190055121635332e-56,0.4376
"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",Motor_Current,0.0008,0.2128,0.2121,0.0007,0.1737,0.0006,0.1691,1.6874,946.0,3.557509027504072e-91,0.5865
"Temperature__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",Temperature,0.1219,0.7614,0.6396,0.0535,0.5229,0.115,0.64,1.6825,2865.0,7.115447706575023e-83,0.4963
"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",Vibration,0.0145,0.1249,0.1105,0.0136,0.0899,0.0087,0.1068,1.6803,4736.5,3.559431519089197e-75,0.4103
Motor_Current__mean_change,Motor_Current,0.0013,0.062,0.0607,0.0044,0.0498,0.0007,0.0548,1.679,6274.0,3.9925147675573375e-69,0.5959
"Noise__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",Noise,0.2251,1.3819,1.1568,0.1141,0.9462,0.2067,1.2067,1.6785,3146.0,1.081401971529352e-81,0.4768
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",Motor_Current,0.1248,0.8053,0.6804,0.5437,0.214,0.1284,0.8788,1.6761,11491.0,1.55674094582721e-50,0.283
"Noise__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",Noise,0.0924,0.411,0.3185,0.0374,0.2604,0.087,0.3331,1.6747,3147.0,1.0920819596508247e-81,0.4587
"Pressure__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",Pressure,0.002,0.1172,0.1153,0.0011,0.0955,0.0017,0.1055,1.6683,6424.0,1.5182283558475688e-68,0.5703
"Pressure__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",Pressure,0.0015,0.1803,0.1788,0.0014,0.1488,0.0011,0.1482,1.6609,964.0,4.274361844650077e-91,0.6004
"Motor_Current__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",Motor_Current,0.0074,0.3088,0.3013,0.0216,0.25,0.0036,0.2966,1.66,7059.0,3.910648617605793e-66,0.5323
"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",Pressure,0.0072,0.0308,0.0236,0.0032,0.0195,0.0064,0.0262,1.6543,3830.0,7.489700214163041e-79,0.4318
"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",Vibration,0.0167,0.1323,0.1156,0.0072,0.0971,0.015,0.1157,1.6417,819.5,9.75215161708811e-92,0.5815
"Temperature__fft_coefficient__attr_""abs""__coeff_2",Temperature,3.4084,11.4335,8.0251,1.15,6.678,3.4201,10.3339,1.6388,6900.0,9.834255818043351e-67,0.4074
"Temperature__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",Temperature,0.1955,0.8898,0.6943,0.0821,0.5805,0.1838,0.72,1.638,4025.0,4.729332699072814e-78,0.4319
Noise__energy_ratio_by_chunks__num_segments_10__segment_focus_1,Noise,0.0996,0.0917,-0.0079,0.0018,0.0064,0.0999,0.0912,1.6369,72695.0,2.634515824723329e-56,0.4298
"Noise__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",Noise,0.3562,1.8418,1.4856,0.1593,1.246,0.3453,1.5033,1.6357,3501.0,3.2702890938001815e-80,0.4672
"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",Motor_Current,0.0206,0.3903,0.3697,0.0175,0.3145,0.0173,0.3291,1.6224,3155.5,1.176210099803651e-81,0.4861
"Temperature__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",Temperature,0.0601,0.215,0.1549,0.0194,0.131,0.0593,0.1798,1.6177,3769.0,4.199883437515497e-79,0.4274
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",Motor_Current,0.1201,0.952,0.832,0.7321,0.147,0.189,0.9887,1.6111,9283.5,4.853083736951017e-58,0.3815
"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",Vibration,0.0095,0.07,0.0605,0.0132,0.0504,0.0049,0.06,1.61,6497.5,2.9002581421356912e-68,0.3614
Pressure__last_location_of_minimum,Pressure,0.527,0.168,-0.359,0.2865,0.1442,0.5333,0.1333,1.6057,70990.5,9.296717342339738e-51,0.2308
"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",Motor_Current,0.0125,0.146,0.1335,0.0095,0.1147,0.011,0.1238,1.6044,4222.0,3.0144269193002824e-77,0.4647
"Motor_Current__linear_trend__attr_""rvalue""",Motor_Current,0.0961,0.5355,0.4394,0.3322,0.2074,0.0448,0.5572,1.6034,12181.0,2.678115788242467e-48,0.2709
"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",Vibration,0.0117,0.1092,0.0975,0.0064,0.0842,0.01,0.088,1.5955,1061.5,1.1527437521220414e-90,0.5461
"Noise__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",Noise,0.192,1.6687,1.4767,0.146,1.2791,0.166,1.3539,1.5861,5798.5,5.798076067872217e-71,0.4201
Motor_Current__first_location_of_minimum,Motor_Current,0.4339,0.0896,-0.3444,0.2972,0.1035,0.4,0.0667,1.5771,70494.0,2.199021780008122e-49,0.2573
"Motor_Current__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",Motor_Current,0.0153,0.6449,0.6296,0.0479,0.5513,0.005,0.59,1.573,7543.5,2.4871967252544056e-64,0.5164
"Temperature__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",Temperature,0.1244,0.6358,0.5113,0.0575,0.4487,0.1159,0.5225,1.5633,4412.5,1.7901032789174957e-76,0.448
Motor_Current__energy_ratio_by_chunks__num_segments_10__segment_focus_1,Motor_Current,0.0998,0.091,-0.0088,0.0011,0.0077,0.0999,0.0897,1.5564,71746.0,4.565991509766625e-53,0.495
"Motor_Current__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Motor_Current,0.0021,0.524,0.5218,0.0014,0.4648,0.0019,0.4899,1.5517,9031.0,6.2878733343739845e-59,0.5783
"Temperature__fft_coefficient__attr_""imag""__coeff_1",Temperature,0.4709,13.5772,13.1063,2.4564,11.5085,0.3378,12.6883,1.5423,9230.0,3.1775343677286828e-58,0.3891
"Pressure__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",Pressure,0.1163,0.9254,0.8091,0.7429,0.1592,0.2744,0.9758,1.5395,12058.5,1.083228972040109e-48,0.2591
"Motor_Current__fft_coefficient__attr_""imag""__coeff_2",Motor_Current,0.0334,3.8143,3.781,0.3412,3.3805,0.0079,3.5383,1.5386,7484.0,1.5180741402618919e-64,0.4861
Pressure__energy_ratio_by_chunks__num_segments_10__segment_focus_8,Pressure,0.1002,0.1079,0.0076,0.0012,0.0068,0.1002,0.1075,1.5369,9576.0,5.189280241018505e-57,0.3897
"Motor_Current__fft_coefficient__attr_""abs""__coeff_15",Motor_Current,0.2197,3.4182,3.1985,0.1957,2.8765,0.17,2.72,1.5335,4875.0,1.298444993536696e-74,0.4281
"Pressure__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Pressure,0.0017,0.0948,0.0931,0.0011,0.0845,0.0015,0.083,1.5231,8844.0,1.3595652585951527e-59,0.5483
"Noise__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Noise,0.2559,10.0911,9.8352,0.1382,8.9577,0.2375,8.3316,1.5172,8215.0,7.382138189397233e-62,0.5482
Temperature__time_reversal_asymmetry_statistic__lag_3,Temperature,67.2015,5907.8595,5840.658,710.2063,5307.2292,84.8222,4995.9584,1.5087,6764.0,3.004176954046011e-67,0.4583
Temperature__time_reversal_asymmetry_statistic__lag_2,Temperature,35.8444,3956.8406,3920.9962,478.5745,3563.3429,25.7271,3124.2489,1.5084,7273.0,2.48238370706319e-65,0.4914
"Pressure__agg_autocorrelation__f_agg_""mean""__maxlag_40",Pressure,-0.0703,-0.2441,-0.1738,0.0907,0.1337,-0.0381,-0.2441,1.5078,71687.0,7.205212781100924e-53,0.2412
"Vibration__fft_coefficient__attr_""abs""__coeff_15",Vibration,0.1022,1.1189,1.0168,0.0785,0.9337,0.08,0.91,1.5001,6629.5,9.134044540230489e-68,0.3923
Vibration__sum_of_reoccurring_values,Vibration,1.5587,6.2929,4.7342,0.4345,4.3551,1.47,5.45,1.4956,6430.5,1.5973998020997915e-68,0.4724
"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",Pressure,0.0175,0.1588,0.1412,0.0134,0.1309,0.0144,0.1328,1.4839,9501.5,2.8365544504484597e-57,0.3613
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",Motor_Current,0.1332,0.9117,0.7785,0.7384,0.1803,0.2402,0.9676,1.4797,13875.0,4.965158676473163e-43,0.2302
"Noise__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",Noise,0.074,6.6696,6.5956,0.0801,6.1632,0.0473,5.4267,1.4789,542.0,5.651602756810877e-93,0.6019
"Temperature__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",Temperature,0.0108,0.3984,0.3876,0.0775,0.3553,0.0071,0.3637,1.476,10357.5,2.551260264400932e-54,0.3897
"Temperature__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",Temperature,0.0143,0.5439,0.5295,0.0781,0.4924,0.014,0.5286,1.4695,10978.5,3.1480306201688463e-52,0.4351
"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",Pressure,0.0005,0.0373,0.0367,0.0005,0.0346,0.0004,0.0272,1.4667,1963.0,1.001537404037065e-86,0.5548
"Temperature__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",Temperature,0.1258,0.7989,0.6731,0.1023,0.6305,0.0996,0.6957,1.4581,10102.5,3.4338577633268075e-55,0.3203
"Noise__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",Noise,0.0765,3.8836,3.8071,0.0658,3.6309,0.0584,2.781,1.4489,2252.0,1.7556269582232077e-85,0.525
"Noise__agg_autocorrelation__f_agg_""mean""__maxlag_40",Noise,-0.0623,-0.214,-0.1517,0.0828,0.1213,-0.0366,-0.2082,1.4481,70901.0,2.888154979230865e-50,0.2035
"Pressure__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",Pressure,0.1293,0.897,0.7677,0.7335,0.2275,0.3098,0.97,1.4421,12716.0,1.3044732033670703e-46,0.3441
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",Vibration,0.0005,0.0921,0.0916,0.0004,0.0879,0.0004,0.0712,1.4397,999.0,6.106435395245672e-91,0.5884
"Noise__fft_coefficient__attr_""abs""__coeff_15",Noise,2.4021,15.807,13.4049,1.915,12.7448,1.995,12.19,1.4389,8336.5,2.0372062523221334e-61,0.3557
"Vibration__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",Vibration,0.0002,0.0364,0.0362,0.0002,0.0349,0.0002,0.0301,1.4344,1408.0,3.8585213384130826e-89,0.5682
"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",Pressure,0.0107,0.067,0.0563,0.0084,0.0537,0.0087,0.058,1.4329,8179.0,5.459929597537571e-62,0.3271
"Vibration__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Vibration,0.0005,0.0512,0.0507,0.0003,0.0491,0.0004,0.0415,1.4264,9605.0,6.549052280864854e-57,0.5746
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",Motor_Current,0.0236,0.2057,0.1821,0.0224,0.1753,0.02,0.154,1.4256,4877.5,1.0718775689953583e-74,0.4243
"Pressure__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",Pressure,0.0028,0.1067,0.1039,0.0016,0.1012,0.0024,0.0771,1.4192,1519.0,1.1803859990156407e-88,0.5412
"Temperature__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",Temperature,0.0247,1.0717,1.0471,0.0188,1.0214,0.0216,0.829,1.4166,1998.0,1.418347212991894e-86,0.5397
"Vibration__fft_coefficient__attr_""imag""__coeff_2",Vibration,0.0497,1.524,1.4743,0.2167,1.4289,0.032,1.4778,1.4113,11739.0,1.0039844235969315e-49,0.4277
"Temperature__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",Temperature,0.1134,3.6102,3.4968,0.0563,3.4286,0.1002,2.5501,1.4094,1084.0,1.4506186450727426e-90,0.565
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",Noise,0.1889,0.8967,0.7078,0.6965,0.2071,0.3503,0.9701,1.4055,13476.0,3.0430133252824393e-44,0.1956
"Temperature__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",Temperature,0.0636,3.9795,3.9159,0.0532,3.8506,0.0476,2.9735,1.4053,2301.0,2.847108688306877e-85,0.5461
"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",Vibration,0.0128,0.1815,0.1686,0.0103,0.1664,0.01,0.15,1.3982,9850.5,3.4529633776612123e-56,0.4268
"Temperature__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",Temperature,0.0235,1.5874,1.5639,0.0237,1.5493,0.0167,1.1898,1.3949,2818.0,4.506418977235618e-83,0.5553
"Noise__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",Noise,0.1985,17.6942,17.4957,0.2191,17.333,0.1388,12.8162,1.3949,606.0,1.0923152012773231e-92,0.6009
"Temperature__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",Temperature,0.0684,2.6868,2.6184,0.0416,2.6026,0.0619,2.0601,1.3903,9181.0,2.1342583857353155e-58,0.5285
"Noise__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",Noise,0.402,15.0831,14.681,0.187,14.6634,0.3721,10.3445,1.3836,749.0,4.744126479680115e-92,0.5827
"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",Vibration,0.0133,0.0799,0.0666,0.0149,0.0651,0.0087,0.0635,1.3828,7895.0,4.924360322886927e-63,0.3261
"Noise__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",Noise,0.1252,0.7069,0.5817,0.0911,0.5749,0.1111,0.5958,1.3825,8789.0,8.650680486361003e-60,0.3414
Motor_Current__energy_ratio_by_chunks__num_segments_10__segment_focus_8,Motor_Current,0.1003,0.1093,0.009,0.0013,0.0089,0.1002,0.1079,1.3801,11311.0,3.985299145799313e-51,0.4408
Temperature__benford_correlation,Temperature,-0.2009,-0.256,-0.055,0.0,0.0551,-0.2009,-0.2417,1.379,69185.0,1.2650932703790574e-60,0.3193
"Noise__linear_trend__attr_""pvalue""",Noise,0.3923,0.0561,-0.3362,0.3236,0.1361,0.322,0.0014,1.3772,71441.0,4.781603255167737e-52,0.2554
Noise__energy_ratio_by_chunks__num_segments_10__segment_focus_8,Noise,0.1004,0.1082,0.0078,0.0019,0.0076,0.1003,0.1074,1.3765,12531.0,3.4830528969391085e-47,0.3679
"Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",Pressure,0.0215,0.2404,0.2189,0.0206,0.2189,0.02,0.205,1.3765,13997.5,6.396268136675069e-43,0.3333
"Noise__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",Noise,0.1711,8.1406,7.9695,0.1183,8.0104,0.1406,5.6473,1.3748,1004.0,6.426105995205692e-91,0.5669
"Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",Pressure,0.0178,0.114,0.0962,0.0163,0.0959,0.015,0.09,1.3692,9532.0,2.5085552871252273e-57,0.2994
Temperature__energy_ratio_by_chunks__num_segments_10__segment_focus_0,Temperature,0.0999,0.0965,-0.0035,0.0008,0.0034,0.0999,0.0964,1.3664,70187.0,5.843377733146574e-48,0.4107
"Temperature__fft_coefficient__attr_""abs""__coeff_15",Temperature,1.1097,7.9205,6.8108,0.8928,6.8954,0.86,5.77,1.3548,8724.0,5.062869292981649e-60,0.3531
"Temperature__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",Temperature,0.0487,1.8626,1.8139,0.0283,1.8533,0.0422,1.2324,1.3525,1642.0,4.0594823177836924e-88,0.5511
"Pressure__fft_coefficient__attr_""abs""__coeff_15",Pressure,0.21,1.4287,1.2187,0.174,1.2362,0.16,1.11,1.3504,9619.5,7.307890336673416e-57,0.2924
"Vibration__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",Vibration,0.0004,-0.3885,-0.3888,0.0657,0.3939,0.0157,-0.4046,1.3472,66244.0,3.157543377070821e-36,0.4591
Temperature__energy_ratio_by_chunks__num_segments_10__segment_focus_9,Temperature,0.1001,0.1037,0.0037,0.0009,0.0037,0.1001,0.1037,1.3449,13735.0,1.8725305048827337e-43,0.3386
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",Vibration,0.0008,0.0794,0.0786,0.0004,0.0813,0.0007,0.0535,1.3366,371.0,9.668253597919743e-94,0.6118
Temperature__percentage_of_reoccurring_values_to_all_values,Temperature,0.1238,0.0526,-0.0712,0.0617,0.0443,0.1111,0.0345,1.3355,69014.5,2.3618163826632547e-45,0.1883
"Noise__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",Noise,13.9795,19.768,5.7885,0.6095,6.0074,13.9654,18.6186,1.3255,11375.0,6.475425560424597e-51,0.3574
"Temperature__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",Temperature,0.0171,0.6864,0.6692,0.0104,0.6993,0.0145,0.4511,1.3225,1434.0,5.0158151674601484e-89,0.5577
Motor_Current__skewness,Motor_Current,0.1136,0.9629,0.8494,0.4551,0.7778,0.1115,0.8652,1.3177,12510.0,2.9887490215465294e-47,0.2031
"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",Vibration,0.0003,0.0213,0.021,0.0003,0.0221,0.0002,0.0155,1.3167,1142.0,2.6150450317980896e-90,0.5614
"Pressure__linear_trend__attr_""pvalue""",Pressure,0.3487,0.0424,-0.3063,0.31,0.1277,0.271,0.0004,1.3142,72097.0,2.972193212546823e-54,0.2446
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",Noise,0.1403,0.8271,0.6868,0.6909,0.3007,0.2099,0.9515,1.3104,15385.5,1.346515203994248e-38,0.1913
"Noise__fft_coefficient__attr_""imag""__coeff_2",Noise,0.7206,17.096,16.3753,2.891,17.0847,0.5711,15.9034,1.3077,11092.0,7.511374159499024e-52,0.4216
"Temperature__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",Temperature,33.614,36.7101,3.0961,0.3805,3.2566,33.6152,35.9842,1.3058,14947.0,7.377049173425622e-40,0.3368
"Noise__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",Noise,0.219,2.2074,1.9884,0.2265,2.0976,0.17,1.77,1.3032,14387.0,1.0069341278187213e-41,0.3509
"Vibration__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",Vibration,0.0002,0.018,0.0178,0.0001,0.0189,0.0001,0.0118,1.3003,380.0,1.061146930485889e-93,0.619
"Motor_Current__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",Motor_Current,2.6491,3.8892,1.2401,0.0607,1.3207,2.652,3.5579,1.2964,13054.0,1.5200667845502717e-45,0.4321
Temperature__autocorrelation__lag_8,Temperature,-0.2396,0.0134,0.253,0.2137,0.1773,-0.2399,0.0235,1.2942,14735.0,1.7804976148412015e-40,0.1881
"Temperature__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",Temperature,5.6241,3.9917,-1.6324,0.3919,1.7042,5.6353,4.027,1.2931,67522.0,7.627521270151717e-40,0.3445
"Temperature__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",Temperature,44.3675,47.996,3.6284,0.5474,3.8621,44.3698,46.9948,1.2867,13808.0,3.1154709160755696e-43,0.3171
Temperature__time_reversal_asymmetry_statistic__lag_1,Temperature,27.2038,2062.9633,2035.7596,236.8795,2178.3017,25.7243,1707.0306,1.2847,11367.0,6.09455301686606e-51,0.4331
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",Motor_Current,0.0102,0.121,0.1108,0.0099,0.119,0.01,0.09,1.2826,11293.5,1.4637190269427686e-51,0.3306
Noise__energy_ratio_by_chunks__num_segments_10__segment_focus_2,Noise,0.0997,0.094,-0.0058,0.0017,0.006,0.0998,0.0934,1.2733,68226.0,6.513768667107646e-42,0.3356
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",Noise,0.1142,0.6235,0.5094,0.4843,0.3056,0.1348,0.7192,1.2709,15924.0,4.462050282396826e-37,0.1606
